"path_id"	"source"	"description"	"type"	"pval"	"fdr"	"ratio"	"gene.list"	"nb.hits"	"nb.genes.path"	"nb.user.genes"	"tot.back.genes"
"GO:0000075"	"GO"	"cell cycle checkpoint"	"pathway"	1	1	0	NA	0	252	0	19688
"GO:0000076"	"GO"	"DNA replication checkpoint"	"pathway"	1	1	0	NA	0	17	0	19688
"GO:0000077"	"GO"	"DNA damage checkpoint"	"pathway"	1	1	0	NA	0	189	0	19688
"GO:0000079"	"GO"	"regulation of cyclin-dependent protein serine/threonine kinase activity"	"pathway"	1	1	0	NA	0	85	0	19688
"GO:0000082"	"GO"	"G1/S transition of mitotic cell cycle"	"pathway"	1	1	0	NA	0	123	0	19688
"GO:0000083"	"GO"	"regulation of transcription involved in G1/S transition of mitotic cell cycle"	"pathway"	1	1	0	NA	0	27	0	19688
"GO:0000086"	"GO"	"G2/M transition of mitotic cell cycle"	"pathway"	1	1	0	NA	0	139	0	19688
"GO:0000096"	"GO"	"sulfur amino acid metabolic process"	"pathway"	1	1	0	NA	0	43	0	19688
"GO:0000097"	"GO"	"sulfur amino acid biosynthetic process"	"pathway"	1	1	0	NA	0	21	0	19688
"GO:0000098"	"GO"	"sulfur amino acid catabolic process"	"pathway"	1	1	0	NA	0	10	0	19688
"GO:0000099"	"GO"	"sulfur amino acid transmembrane transporter activity"	"functional_set"	1	1	0	NA	0	7	0	19688
"GO:0000101"	"GO"	"sulfur amino acid transport"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0000103"	"GO"	"sulfate assimilation"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:0000104"	"GO"	"succinate dehydrogenase activity"	"functional_set"	1	1	0	NA	0	4	0	19688
"GO:0000109"	"GO"	"nucleotide-excision repair complex"	"structural_complex"	1	1	0	NA	0	15	0	19688
"GO:0000110"	"GO"	"nucleotide-excision repair factor 1 complex"	"structural_complex"	1	1	0	NA	0	3	0	19688
"GO:0000118"	"GO"	"histone deacetylase complex"	"structural_complex"	1	1	0	NA	0	63	0	19688
"GO:0000120"	"GO"	"RNA polymerase I transcription factor complex"	"structural_complex"	1	1	0	NA	0	5	0	19688
"GO:0000122"	"GO"	"negative regulation of transcription from RNA polymerase II promoter"	"pathway"	1	1	0	NA	0	795	0	19688
"GO:0000123"	"GO"	"histone acetyltransferase complex"	"structural_complex"	1	1	0	NA	0	90	0	19688
"GO:0000124"	"GO"	"SAGA complex"	"structural_complex"	1	1	0	NA	0	16	0	19688
"GO:0000125"	"GO"	"PCAF complex"	"structural_complex"	1	1	0	NA	0	6	0	19688
"GO:0000127"	"GO"	"transcription factor TFIIIC complex"	"structural_complex"	1	1	0	NA	0	6	0	19688
"GO:0000132"	"GO"	"establishment of mitotic spindle orientation"	"pathway"	1	1	0	NA	0	20	0	19688
"GO:0000137"	"GO"	"Golgi cis cisterna"	"structural_complex"	1	1	0	NA	0	7	0	19688
"GO:0000138"	"GO"	"Golgi trans cisterna"	"structural_complex"	1	1	0	NA	0	7	0	19688
"GO:0000139"	"GO"	"Golgi membrane"	"structural_complex"	1	1	0	NA	0	709	0	19688
"GO:0000145"	"GO"	"exocyst"	"structural_complex"	1	1	0	NA	0	19	0	19688
"GO:0000146"	"GO"	"microfilament motor activity"	"functional_set"	1	1	0	NA	0	22	0	19688
"GO:0000147"	"GO"	"actin cortical patch assembly"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0000149"	"GO"	"SNARE binding"	"functional_set"	1	1	0	NA	0	129	0	19688
"GO:0000150"	"GO"	"recombinase activity"	"functional_set"	1	1	0	NA	0	8	0	19688
"GO:0000151"	"GO"	"ubiquitin ligase complex"	"structural_complex"	1	1	0	NA	0	298	0	19688
"GO:0000152"	"GO"	"nuclear ubiquitin ligase complex"	"structural_complex"	1	1	0	NA	0	43	0	19688
"GO:0000153"	"GO"	"cytoplasmic ubiquitin ligase complex"	"structural_complex"	1	1	0	NA	0	14	0	19688
"GO:0000154"	"GO"	"rRNA modification"	"pathway"	1	1	0	NA	0	39	0	19688
"GO:0000155"	"GO"	"phosphorelay sensor kinase activity"	"functional_set"	1	1	0	NA	0	6	0	19688
"GO:0000159"	"GO"	"protein phosphatase type 2A complex"	"structural_complex"	1	1	0	NA	0	21	0	19688
"GO:0000160"	"GO"	"phosphorelay signal transduction system"	"pathway"	1	1	0	NA	0	7	0	19688
"GO:0000164"	"GO"	"protein phosphatase type 1 complex"	"structural_complex"	1	1	0	NA	0	13	0	19688
"GO:0000165"	"GO"	"MAPK cascade"	"pathway"	1	1	0	NA	0	382	0	19688
"GO:0000166"	"GO"	"nucleotide binding"	"functional_set"	1	1	0	NA	0	2434	0	19688
"GO:0000175"	"GO"	"3'-5'-exoribonuclease activity"	"functional_set"	1	1	0	NA	0	30	0	19688
"GO:0000176"	"GO"	"nuclear exosome (RNase complex)"	"structural_complex"	1	1	0	NA	0	15	0	19688
"GO:0000177"	"GO"	"cytoplasmic exosome (RNase complex)"	"structural_complex"	1	1	0	NA	0	15	0	19688
"GO:0000178"	"GO"	"exosome (RNase complex)"	"structural_complex"	1	1	0	NA	0	23	0	19688
"GO:0000179"	"GO"	"rRNA (adenine-N6,N6-)-dimethyltransferase activity"	"functional_set"	1	1	0	NA	0	4	0	19688
"GO:0022625"	"GO"	"cytosolic large ribosomal subunit"	"structural_complex"	1	1	0	NA	0	69	0	19688
"GO:0022627"	"GO"	"cytosolic small ribosomal subunit"	"structural_complex"	1	1	0	NA	0	48	0	19688
"GO:0000182"	"GO"	"rDNA binding"	"functional_set"	1	1	0	NA	0	10	0	19688
"GO:0000183"	"GO"	"chromatin silencing at rDNA"	"pathway"	1	1	0	NA	0	37	0	19688
"GO:0000184"	"GO"	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	"pathway"	1	1	0	NA	0	122	0	19688
"GO:0000185"	"GO"	"activation of MAPKKK activity"	"pathway"	1	1	0	NA	0	11	0	19688
"GO:0000186"	"GO"	"activation of MAPKK activity"	"pathway"	1	1	0	NA	0	54	0	19688
"GO:0000187"	"GO"	"activation of MAPK activity"	"pathway"	1	1	0	NA	0	149	0	19688
"GO:0000188"	"GO"	"inactivation of MAPK activity"	"pathway"	1	1	0	NA	0	26	0	19688
"GO:0000189"	"GO"	"MAPK import into nucleus"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0000209"	"GO"	"protein polyubiquitination"	"pathway"	1	1	0	NA	0	286	0	19688
"GO:0005515"	"GO"	"protein binding"	"functional_set"	1	1	0	NA	0	11215	0	19688
"GO:0019941"	"GO"	"modification-dependent protein catabolic process"	"pathway"	1	1	0	NA	0	515	0	19688
"GO:0042787"	"GO"	"protein ubiquitination involved in ubiquitin-dependent protein catabolic process"	"pathway"	1	1	0	NA	0	160	0	19688
"GO:0000212"	"GO"	"meiotic spindle organization"	"pathway"	1	1	0	NA	0	14	0	19688
"GO:0000213"	"GO"	"tRNA-intron endonuclease activity"	"functional_set"	1	1	0	NA	0	4	0	19688
"GO:0000214"	"GO"	"tRNA-intron endonuclease complex"	"structural_complex"	1	1	0	NA	0	4	0	19688
"GO:0000217"	"GO"	"DNA secondary structure binding"	"functional_set"	1	1	0	NA	0	24	0	19688
"GO:0016469"	"GO"	"proton-transporting two-sector ATPase complex"	"structural_complex"	1	1	0	NA	0	49	0	19688
"GO:0000220"	"GO"	"vacuolar proton-transporting V-type ATPase, V0 domain"	"structural_complex"	1	1	0	NA	0	6	0	19688
"GO:0000221"	"GO"	"vacuolar proton-transporting V-type ATPase, V1 domain"	"structural_complex"	1	1	0	NA	0	3	0	19688
"GO:0000226"	"GO"	"microtubule cytoskeleton organization"	"pathway"	1	1	0	NA	0	396	0	19688
"GO:0000228"	"GO"	"nuclear chromosome"	"structural_complex"	1	1	0	NA	0	579	0	19688
"GO:0000794"	"GO"	"condensed nuclear chromosome"	"structural_complex"	1	1	0	NA	0	95	0	19688
"GO:0000793"	"GO"	"condensed chromosome"	"structural_complex"	1	1	0	NA	0	220	0	19688
"GO:0000235"	"GO"	"astral microtubule"	"structural_complex"	1	1	0	NA	0	5	0	19688
"GO:0000242"	"GO"	"pericentriolar material"	"structural_complex"	1	1	0	NA	0	20	0	19688
"GO:0000243"	"GO"	"commitment complex"	"structural_complex"	1	1	0	NA	0	8	0	19688
"GO:0000244"	"GO"	"spliceosomal tri-snRNP complex assembly"	"pathway"	1	1	0	NA	0	12	0	19688
"GO:0000245"	"GO"	"spliceosomal complex assembly"	"pathway"	1	1	0	NA	0	60	0	19688
"GO:0000253"	"GO"	"3-keto sterol reductase activity"	"functional_set"	1	1	0	NA	0	3	0	19688
"GO:0000255"	"GO"	"allantoin metabolic process"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0005283"	"GO"	"sodium:amino acid symporter activity"	"functional_set"	1	1	0	NA	0	12	0	19688
"GO:0005337"	"GO"	"nucleoside transmembrane transporter activity"	"functional_set"	1	1	0	NA	0	9	0	19688
"GO:0005622"	"GO"	"intracellular"	"structural_complex"	1	1	0	NA	0	14778	0	19688
"GO:0046961"	"GO"	"proton-transporting ATPase activity, rotational mechanism"	"functional_set"	1	1	0	NA	0	24	0	19688
"GO:0003924"	"GO"	"GTPase activity"	"functional_set"	1	1	0	NA	0	283	0	19688
"GO:0005834"	"GO"	"heterotrimeric G-protein complex"	"structural_complex"	1	1	0	NA	0	36	0	19688
"GO:0000266"	"GO"	"mitochondrial fission"	"pathway"	1	1	0	NA	0	23	0	19688
"GO:0000268"	"GO"	"peroxisome targeting sequence binding"	"functional_set"	1	1	0	NA	0	5	0	19688
"GO:0000270"	"GO"	"peptidoglycan metabolic process"	"pathway"	1	1	0	NA	0	7	0	19688
"GO:0000271"	"GO"	"polysaccharide biosynthetic process"	"pathway"	1	1	0	NA	0	44	0	19688
"GO:0000272"	"GO"	"polysaccharide catabolic process"	"pathway"	1	1	0	NA	0	26	0	19688
"GO:0000275"	"GO"	"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)"	"structural_complex"	1	1	0	NA	0	5	0	19688
"GO:0000276"	"GO"	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	"structural_complex"	1	1	0	NA	0	11	0	19688
"GO:0000278"	"GO"	"mitotic cell cycle"	"pathway"	1	1	0	NA	0	819	0	19688
"GO:0000279"	"GO"	"M phase"	"pathway"	1	1	0	NA	0	244	0	19688
"GO:0000280"	"GO"	"nuclear division"	"pathway"	1	1	0	NA	0	524	0	19688
"GO:0000281"	"GO"	"mitotic cytokinesis"	"pathway"	1	1	0	NA	0	35	0	19688
"GO:0000285"	"GO"	"1-phosphatidylinositol-3-phosphate 5-kinase activity"	"functional_set"	1	1	0	NA	0	4	0	19688
"GO:0000287"	"GO"	"magnesium ion binding"	"functional_set"	1	1	0	NA	0	211	0	19688
"GO:0000288"	"GO"	"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"	"pathway"	1	1	0	NA	0	64	0	19688
"GO:0000289"	"GO"	"nuclear-transcribed mRNA poly(A) tail shortening"	"pathway"	1	1	0	NA	0	28	0	19688
"GO:0000290"	"GO"	"deadenylation-dependent decapping of nuclear-transcribed mRNA"	"pathway"	1	1	0	NA	0	10	0	19688
"GO:0000291"	"GO"	"nuclear-transcribed mRNA catabolic process, exonucleolytic"	"pathway"	1	1	0	NA	0	35	0	19688
"GO:0000293"	"GO"	"ferric-chelate reductase activity"	"functional_set"	1	1	0	NA	0	3	0	19688
"GO:0000295"	"GO"	"adenine nucleotide transmembrane transporter activity"	"functional_set"	1	1	0	NA	0	11	0	19688
"GO:0000298"	"GO"	"endopolyphosphatase activity"	"functional_set"	1	1	0	NA	0	4	0	19688
"GO:0000301"	"GO"	"retrograde transport, vesicle recycling within Golgi"	"pathway"	1	1	0	NA	0	25	0	19688
"GO:0000302"	"GO"	"response to reactive oxygen species"	"pathway"	1	1	0	NA	0	224	0	19688
"GO:0000303"	"GO"	"response to superoxide"	"pathway"	1	1	0	NA	0	17	0	19688
"GO:0000305"	"GO"	"response to oxygen radical"	"pathway"	1	1	0	NA	0	22	0	19688
"GO:0000306"	"GO"	"extrinsic component of vacuolar membrane"	"structural_complex"	1	1	0	NA	0	3	0	19688
"GO:0000307"	"GO"	"cyclin-dependent protein kinase holoenzyme complex"	"structural_complex"	1	1	0	NA	0	40	0	19688
"GO:0000309"	"GO"	"nicotinamide-nucleotide adenylyltransferase activity"	"functional_set"	1	1	0	NA	0	3	0	19688
"GO:0000313"	"GO"	"organellar ribosome"	"structural_complex"	1	1	0	NA	0	84	0	19688
"GO:0000314"	"GO"	"organellar small ribosomal subunit"	"structural_complex"	1	1	0	NA	0	26	0	19688
"GO:0000315"	"GO"	"organellar large ribosomal subunit"	"structural_complex"	1	1	0	NA	0	53	0	19688
"GO:0000320"	"GO"	"re-entry into mitotic cell cycle"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0000322"	"GO"	"storage vacuole"	"structural_complex"	1	1	0	NA	0	4	0	19688
"GO:0000323"	"GO"	"lytic vacuole"	"structural_complex"	1	1	0	NA	0	666	0	19688
"GO:0000338"	"GO"	"protein deneddylation"	"pathway"	1	1	0	NA	0	10	0	19688
"GO:0000339"	"GO"	"RNA cap binding"	"functional_set"	1	1	0	NA	0	17	0	19688
"GO:0000340"	"GO"	"RNA 7-methylguanosine cap binding"	"functional_set"	1	1	0	NA	0	8	0	19688
"GO:0000346"	"GO"	"transcription export complex"	"structural_complex"	1	1	0	NA	0	13	0	19688
"GO:0000347"	"GO"	"THO complex"	"structural_complex"	1	1	0	NA	0	6	0	19688
"GO:0000350"	"GO"	"generation of catalytic spliceosome for second transesterification step"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0000384"	"GO"	"first spliceosomal transesterification activity"	"functional_set"	1	1	0	NA	0	3	0	19688
"GO:0000386"	"GO"	"second spliceosomal transesterification activity"	"functional_set"	1	1	0	NA	0	5	0	19688
"GO:0000375"	"GO"	"RNA splicing, via transesterification reactions"	"pathway"	1	1	0	NA	0	298	0	19688
"GO:0000377"	"GO"	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	"pathway"	1	1	0	NA	0	295	0	19688
"GO:0000379"	"GO"	"tRNA-type intron splice site recognition and cleavage"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0000380"	"GO"	"alternative mRNA splicing, via spliceosome"	"pathway"	1	1	0	NA	0	16	0	19688
"GO:0000381"	"GO"	"regulation of alternative mRNA splicing, via spliceosome"	"pathway"	1	1	0	NA	0	39	0	19688
"GO:0000387"	"GO"	"spliceosomal snRNP assembly"	"pathway"	1	1	0	NA	0	39	0	19688
"GO:0000389"	"GO"	"mRNA 3'-splice site recognition"	"pathway"	1	1	0	NA	0	7	0	19688
"GO:0000393"	"GO"	"spliceosomal conformational changes to generate catalytic conformation"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:0000394"	"GO"	"RNA splicing, via endonucleolytic cleavage and ligation"	"pathway"	1	1	0	NA	0	16	0	19688
"GO:0000395"	"GO"	"mRNA 5'-splice site recognition"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0000398"	"GO"	"mRNA splicing, via spliceosome"	"pathway"	1	1	0	NA	0	288	0	19688
"GO:0000400"	"GO"	"four-way junction DNA binding"	"functional_set"	1	1	0	NA	0	17	0	19688
"GO:0000403"	"GO"	"Y-form DNA binding"	"functional_set"	1	1	0	NA	0	5	0	19688
"GO:0000405"	"GO"	"bubble DNA binding"	"functional_set"	1	1	0	NA	0	7	0	19688
"GO:0000407"	"GO"	"pre-autophagosomal structure"	"structural_complex"	1	1	0	NA	0	31	0	19688
"GO:0000408"	"GO"	"EKC/KEOPS complex"	"structural_complex"	1	1	0	NA	0	6	0	19688
"GO:0000413"	"GO"	"protein peptidyl-prolyl isomerization"	"pathway"	1	1	0	NA	0	43	0	19688
"GO:0000414"	"GO"	"regulation of histone H3-K36 methylation"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0000421"	"GO"	"autophagosome membrane"	"structural_complex"	1	1	0	NA	0	30	0	19688
"GO:0000422"	"GO"	"mitophagy"	"pathway"	1	1	0	NA	0	42	0	19688
"GO:0000423"	"GO"	"macromitophagy"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0000428"	"GO"	"DNA-directed RNA polymerase complex"	"structural_complex"	1	1	0	NA	0	136	0	19688
"GO:0000429"	"GO"	"carbon catabolite regulation of transcription from RNA polymerase II promoter"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0000430"	"GO"	"regulation of transcription from RNA polymerase II promoter by glucose"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0000432"	"GO"	"positive regulation of transcription from RNA polymerase II promoter by glucose"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0000436"	"GO"	"carbon catabolite activation of transcription from RNA polymerase II promoter"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0000438"	"GO"	"core TFIIH complex portion of holo TFIIH complex"	"structural_complex"	1	1	0	NA	0	3	0	19688
"GO:0000439"	"GO"	"core TFIIH complex"	"structural_complex"	1	1	0	NA	0	9	0	19688
"GO:0000444"	"GO"	"MIS12/MIND type complex"	"structural_complex"	1	1	0	NA	0	5	0	19688
"GO:0000445"	"GO"	"THO complex part of transcription export complex"	"structural_complex"	1	1	0	NA	0	6	0	19688
"GO:0000447"	"GO"	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"pathway"	1	1	0	NA	0	9	0	19688
"GO:0000451"	"GO"	"rRNA 2'-O-methylation"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0000453"	"GO"	"enzyme-directed rRNA 2'-O-methylation"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0000454"	"GO"	"snoRNA guided rRNA pseudouridine synthesis"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0000459"	"GO"	"exonucleolytic trimming involved in rRNA processing"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:0000460"	"GO"	"maturation of 5.8S rRNA"	"pathway"	1	1	0	NA	0	34	0	19688
"GO:0000462"	"GO"	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"pathway"	1	1	0	NA	0	37	0	19688
"GO:0000463"	"GO"	"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"pathway"	1	1	0	NA	0	10	0	19688
"GO:0000466"	"GO"	"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"pathway"	1	1	0	NA	0	22	0	19688
"GO:0000467"	"GO"	"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:0000469"	"GO"	"cleavage involved in rRNA processing"	"pathway"	1	1	0	NA	0	27	0	19688
"GO:0000470"	"GO"	"maturation of LSU-rRNA"	"pathway"	1	1	0	NA	0	24	0	19688
"GO:0000472"	"GO"	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0000478"	"GO"	"endonucleolytic cleavage involved in rRNA processing"	"pathway"	1	1	0	NA	0	15	0	19688
"GO:0000479"	"GO"	"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"pathway"	1	1	0	NA	0	14	0	19688
"GO:0000480"	"GO"	"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0000491"	"GO"	"small nucleolar ribonucleoprotein complex assembly"	"pathway"	1	1	0	NA	0	7	0	19688
"GO:0000492"	"GO"	"box C/D snoRNP assembly"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0000502"	"GO"	"proteasome complex"	"structural_complex"	1	1	0	NA	0	67	0	19688
"GO:0000506"	"GO"	"glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex"	"structural_complex"	1	1	0	NA	0	8	0	19688
"GO:0000578"	"GO"	"embryonic axis specification"	"pathway"	1	1	0	NA	0	36	0	19688
"GO:0000700"	"GO"	"mismatch base pair DNA N-glycosylase activity"	"functional_set"	1	1	0	NA	0	4	0	19688
"GO:0000702"	"GO"	"oxidized base lesion DNA N-glycosylase activity"	"functional_set"	1	1	0	NA	0	4	0	19688
"GO:0000706"	"GO"	"meiotic DNA double-strand break processing"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0000707"	"GO"	"meiotic DNA recombinase assembly"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0000710"	"GO"	"meiotic mismatch repair"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0000711"	"GO"	"meiotic DNA repair synthesis"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0000712"	"GO"	"resolution of meiotic recombination intermediates"	"pathway"	1	1	0	NA	0	16	0	19688
"GO:0000715"	"GO"	"nucleotide-excision repair, DNA damage recognition"	"pathway"	1	1	0	NA	0	23	0	19688
"GO:0000717"	"GO"	"nucleotide-excision repair, DNA duplex unwinding"	"pathway"	1	1	0	NA	0	22	0	19688
"GO:0000720"	"GO"	"pyrimidine dimer repair by nucleotide-excision repair"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0000722"	"GO"	"telomere maintenance via recombination"	"pathway"	1	1	0	NA	0	37	0	19688
"GO:0000723"	"GO"	"telomere maintenance"	"pathway"	1	1	0	NA	0	108	0	19688
"GO:0000724"	"GO"	"double-strand break repair via homologous recombination"	"pathway"	1	1	0	NA	0	86	0	19688
"GO:0000725"	"GO"	"recombinational repair"	"pathway"	1	1	0	NA	0	87	0	19688
"GO:0000726"	"GO"	"non-recombinational repair"	"pathway"	1	1	0	NA	0	75	0	19688
"GO:0000727"	"GO"	"double-strand break repair via break-induced replication"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0000729"	"GO"	"DNA double-strand break processing"	"pathway"	1	1	0	NA	0	23	0	19688
"GO:0000730"	"GO"	"DNA recombinase assembly"	"pathway"	1	1	0	NA	0	10	0	19688
"GO:0000731"	"GO"	"DNA synthesis involved in DNA repair"	"pathway"	1	1	0	NA	0	75	0	19688
"GO:0000732"	"GO"	"strand displacement"	"pathway"	1	1	0	NA	0	26	0	19688
"GO:0000733"	"GO"	"DNA strand renaturation"	"pathway"	1	1	0	NA	0	9	0	19688
"GO:0000737"	"GO"	"DNA catabolic process, endonucleolytic"	"pathway"	1	1	0	NA	0	19	0	19688
"GO:0000768"	"GO"	"syncytium formation by plasma membrane fusion"	"pathway"	1	1	0	NA	0	26	0	19688
"GO:0000774"	"GO"	"adenyl-nucleotide exchange factor activity"	"functional_set"	1	1	0	NA	0	10	0	19688
"GO:0000775"	"GO"	"chromosome, centromeric region"	"structural_complex"	1	1	0	NA	0	193	0	19688
"GO:0000776"	"GO"	"kinetochore"	"structural_complex"	1	1	0	NA	0	134	0	19688
"GO:0000777"	"GO"	"condensed chromosome kinetochore"	"structural_complex"	1	1	0	NA	0	105	0	19688
"GO:0000778"	"GO"	"condensed nuclear chromosome kinetochore"	"structural_complex"	1	1	0	NA	0	10	0	19688
"GO:0000779"	"GO"	"condensed chromosome, centromeric region"	"structural_complex"	1	1	0	NA	0	117	0	19688
"GO:0000780"	"GO"	"condensed nuclear chromosome, centromeric region"	"structural_complex"	1	1	0	NA	0	20	0	19688
"GO:0000781"	"GO"	"chromosome, telomeric region"	"structural_complex"	1	1	0	NA	0	168	0	19688
"GO:0000782"	"GO"	"telomere cap complex"	"structural_complex"	1	1	0	NA	0	13	0	19688
"GO:0000783"	"GO"	"nuclear telomere cap complex"	"structural_complex"	1	1	0	NA	0	13	0	19688
"GO:0000784"	"GO"	"nuclear chromosome, telomeric region"	"structural_complex"	1	1	0	NA	0	133	0	19688
"GO:0000785"	"GO"	"chromatin"	"structural_complex"	1	1	0	NA	0	488	0	19688
"GO:0000786"	"GO"	"nucleosome"	"structural_complex"	1	1	0	NA	0	107	0	19688
"GO:0000788"	"GO"	"nuclear nucleosome"	"structural_complex"	1	1	0	NA	0	60	0	19688
"GO:0000790"	"GO"	"nuclear chromatin"	"structural_complex"	1	1	0	NA	0	339	0	19688
"GO:0000791"	"GO"	"euchromatin"	"structural_complex"	1	1	0	NA	0	34	0	19688
"GO:0000792"	"GO"	"heterochromatin"	"structural_complex"	1	1	0	NA	0	76	0	19688
"GO:0000795"	"GO"	"synaptonemal complex"	"structural_complex"	1	1	0	NA	0	40	0	19688
"GO:0000796"	"GO"	"condensin complex"	"structural_complex"	1	1	0	NA	0	7	0	19688
"GO:0000798"	"GO"	"nuclear cohesin complex"	"structural_complex"	1	1	0	NA	0	6	0	19688
"GO:0000799"	"GO"	"nuclear condensin complex"	"structural_complex"	1	1	0	NA	0	3	0	19688
"GO:0000800"	"GO"	"lateral element"	"structural_complex"	1	1	0	NA	0	14	0	19688
"GO:0000801"	"GO"	"central element"	"structural_complex"	1	1	0	NA	0	8	0	19688
"GO:0000803"	"GO"	"sex chromosome"	"structural_complex"	1	1	0	NA	0	29	0	19688
"GO:0000805"	"GO"	"X chromosome"	"structural_complex"	1	1	0	NA	0	8	0	19688
"GO:0000808"	"GO"	"origin recognition complex"	"structural_complex"	1	1	0	NA	0	9	0	19688
"GO:0000811"	"GO"	"GINS complex"	"structural_complex"	1	1	0	NA	0	3	0	19688
"GO:0000812"	"GO"	"Swr1 complex"	"structural_complex"	1	1	0	NA	0	9	0	19688
"GO:0000813"	"GO"	"ESCRT I complex"	"structural_complex"	1	1	0	NA	0	10	0	19688
"GO:0000814"	"GO"	"ESCRT II complex"	"structural_complex"	1	1	0	NA	0	3	0	19688
"GO:0000815"	"GO"	"ESCRT III complex"	"structural_complex"	1	1	0	NA	0	12	0	19688
"GO:0000819"	"GO"	"sister chromatid segregation"	"pathway"	1	1	0	NA	0	187	0	19688
"GO:0000820"	"GO"	"regulation of glutamine family amino acid metabolic process"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0000822"	"GO"	"inositol hexakisphosphate binding"	"functional_set"	1	1	0	NA	0	3	0	19688
"GO:0000827"	"GO"	"inositol-1,3,4,5,6-pentakisphosphate kinase activity"	"functional_set"	1	1	0	NA	0	5	0	19688
"GO:0000828"	"GO"	"inositol hexakisphosphate kinase activity"	"functional_set"	1	1	0	NA	0	5	0	19688
"GO:0000829"	"GO"	"inositol heptakisphosphate kinase activity"	"functional_set"	1	1	0	NA	0	5	0	19688
"GO:0000832"	"GO"	"inositol hexakisphosphate 5-kinase activity"	"functional_set"	1	1	0	NA	0	5	0	19688
"GO:0000835"	"GO"	"ER ubiquitin ligase complex"	"structural_complex"	1	1	0	NA	0	7	0	19688
"GO:0000836"	"GO"	"Hrd1p ubiquitin ligase complex"	"structural_complex"	1	1	0	NA	0	6	0	19688
"GO:0000839"	"GO"	"Hrd1p ubiquitin ligase ERAD-L complex"	"structural_complex"	1	1	0	NA	0	3	0	19688
"GO:0000900"	"GO"	"translation repressor activity, nucleic acid binding"	"functional_set"	1	1	0	NA	0	14	0	19688
"GO:0000902"	"GO"	"cell morphogenesis"	"pathway"	1	1	0	NA	0	657	0	19688
"GO:0000904"	"GO"	"cell morphogenesis involved in differentiation"	"pathway"	1	1	0	NA	0	520	0	19688
"GO:0000910"	"GO"	"cytokinesis"	"pathway"	1	1	0	NA	0	92	0	19688
"GO:0000912"	"GO"	"assembly of actomyosin apparatus involved in cytokinesis"	"pathway"	1	1	0	NA	0	3	0	19688
